Country,Biome,Bait_Type,TotalAntBaitType,newAttr,Site_ID,Latitude,Longitude,Date,Habitat_type,Elevation,Distance_from_shore,Precipitation,Temperature,Contributor,Site_Details,Number_of_Ants,Percent_of_Baits_with_Ants
USA,Woodland/Shrubland,Sugar,1579,,160,44.874952,-73.633574,,Jack pine barrens on bedrock. Very little mineral soil. Trees numerous. but little canopy cover (see photographs below). Vegetation beneath 1m dominated by lichen. moss. grass (crinkled hair grass - Deschampsia flexuosa). black chokeberry (Aronia melanocarpa). late low blueberry (Vaccinium angustifolium). and black huckleberry (Gaylussacia baccata). Trees dominated by jack pine (Pinus banksiana).,244,313,873,5.7,Barber,Alton-Flat Rock,0,0
USA,Woodland/Shrubland,Sugar,1579,,125,42.738069,-73.892004,,Maintained field on sandy soil with scattered clumps of oak and pine trees. Dominated by grasses. Rubus spp. (mostly R. flagellaris). Solidago spp.. Rumex acetosella. and Dichanthelium clandestinum,140,243,955,8.4,Barber,Baron's Field - Barber,80,80
USA,Woodland/Shrubland,Sugar,1579,,126,43.15613333,-73.6958,,Maintained field. sandy soil. dominated by grasses. Monarda punctata. Rubus spp. (mostly R. flagellaris).and Centaurea maculosa. Very few trees.,100,248,1003,7.9,Barber,Camp Saratoga - Barber,8,40
USA,Woodland/Shrubland,Sugar,1579,,198,45.95408333,-68.37594444,,Bog,153,129,1005,4.4,Ellison; Del Toro; Ribbons,CrystalBog,6,60
USA,Woodland/Shrubland,Sugar,1579,,127,42.7195,-73.863617,,Maintained field on sandy soil dominated by grasses. Centaurea maculosa. and Arenaria lateriflora. Very few trees.,100,245,955,8.4,Barber,Discovery Field - Barber,36,80
USA,Woodland/Shrubland,Sugar,1579,,200,44.94472222,-68.44486111,,Skid trail/logged area to black spruce bog,103,59,1103,5.9,Ellison; Del Toro; Ribbons,HorsebackBog/BearDenHill,10,40
USA,Woodland/Shrubland,Sugar,1579,,201,44.76133333,-67.79713889,,Birch/aspen/blueberry into Black Spruce Bog,75,24,1223,6,Ellison; Del Toro; Ribbons,MontegailPeatland,5,40
USA,Woodland/Shrubland,Sugar,1579,,195,46.22622222,-69.41991667,,Into spruce woods. east from road,338,127,982,3.4,Ellison; Del Toro; Ribbons,NorthWoods,2,40
USA,Woodland/Shrubland,Sugar,1579,,196,47.11,-69.54,,Abandoned logging road/secondgrowth,426,55,1010,2.5,Ellison; Del Toro; Ribbons,RoadToChimenticookFen,1,20
USA,Woodland/Shrubland,Sugar,1579,,128,43.230524,-75.578867,,Maintained field on sandy soil with a few clusters of trees. dominated by grasses and Rubus flagellaris.,125,399,1097,7.7,Barber,Rome Sand Plains - Barber,4,40
USA,Woodland/Shrubland,Sugar,1579,,115,40.7001,-77.8896,,Temperate forest,590,198,991,9.4,Baccaro,Rothrock-Baccaro,72,40
USA,Woodland/Shrubland,Sugar,1579,,205,42.471,-72.202,,Hemlock-dominated. alongside trail at Simes Tract,275,106,1140,7.1,Ellison,Simes,0,0
USA,Woodland/Shrubland,Sugar,1579,,199,45.88636111,-68.55222222,,Spruce/Fir/Cedar forest,120,132,1010,4.4,Ellison; Del Toro; Ribbons,UplandofHathamBog,0,0
USA,Woodland/Shrubland,Sugar,1579,,225,35.6794,-83.55834444,,Forest. hardwood cove forest,500,469,1459,11.6,Lessard,,159,100
USA,Woodland/Shrubland,Sugar,1579,,229,37.50016667,-89.34723056,,forested ridge,125,1087,1181,13.3,Wills; Suarez,,193,100
USA,Woodland/Shrubland,Sugar,1579,,190,31.44805556,-110.283,,Low elevation Oak Woodland,1600,269,501,14.8,Del Toro,,97,80
USA,Woodland/Shrubland,Sugar,1579,,177,31.88392,-109.20679,,oak-pine-juniper woodland,1650,375,521,12.2,C.S. Moreau; A.S. Suarez,,56,100
USA,Woodland/Shrubland,Sugar,1579,,179,31.89956,-109.23863,,oak-pine-juniper woodland,1900,386,526,12.3,C.S. Moreau; A.S. Suarez,,3,40
USA,Woodland/Shrubland,Sugar,1579,,233,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,816,721,2.6,S. Menke,,1,20
USA,Woodland/Shrubland,Sugar,1579,,237,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,820,721,2.6,S. Menke,,1,20
USA,Woodland/Shrubland,Sugar,1579,,236,48.05136,-90.40514,,Pine.Birch. bog habitat,529,817,720,2.8,S. Menke,,9,80
USA,Woodland/Shrubland,Sugar,1579,,232,48.05136,-90.40514,,Pine.Birch. bog habitat,529,819,720,2.8,S. Menke,,9,80
USA,Woodland/Shrubland,Sugar,1579,,231,42.2544083,-88.6617284,,Prairie,242,1088,901,8.5,S. Menke,,315,100
USA,Woodland/Shrubland,Sugar,1579,,230,42.1916329,-88.3016351,,Prairie,255,1099,913,8.5,S. Menke,,14,100
USA,Woodland/Shrubland,Sugar,1579,,227,40.12869444,-88.12194444,,restored prairie. grassland,210,1037,951,10.8,Wills; Suarez,,14,60
USA,Woodland/Shrubland,Sugar,1579,,197,45.95938889,-68.36152778,,RR Tracks/weeds,157,135,999,4.4,Ellison; Del Toro; Ribbons,,15,60
USA,Woodland/Shrubland,Sugar,1579,,238,42.429745,-88.307401,,Tallgrass prairie,235,1272,896,8.4,S. Menke,,140,60
USA,Woodland/Shrubland,Sugar,1579,,235,42.2544083,-88.6617284,,Tallgrass prairie,242,1099,901,8.5,S. Menke,,315,100
USA,Woodland/Shrubland,Sugar,1579,,234,42.1916329,-88.3016351,,Tallgrass prairie,255,1088,913,8.5,S. Menke,,14,100
USA,Woodland/Shrubland,Water,78,,160,44.874952,-73.633574,,Jack pine barrens on bedrock. Very little mineral soil. Trees numerous. but little canopy cover (see photographs below). Vegetation beneath 1m dominated by lichen. moss. grass (crinkled hair grass - Deschampsia flexuosa). black chokeberry (Aronia melanocarpa). late low blueberry (Vaccinium angustifolium). and black huckleberry (Gaylussacia baccata). Trees dominated by jack pine (Pinus banksiana).,244,313,873,5.7,Barber,Alton-Flat Rock,0,0
USA,Woodland/Shrubland,Water,78,,125,42.738069,-73.892004,,Maintained field on sandy soil with scattered clumps of oak and pine trees. Dominated by grasses. Rubus spp. (mostly R. flagellaris). Solidago spp.. Rumex acetosella. and Dichanthelium clandestinum,140,243,955,8.4,Barber,Baron's Field - Barber,0,0
USA,Woodland/Shrubland,Water,78,,126,43.15613333,-73.6958,,Maintained field. sandy soil. dominated by grasses. Monarda punctata. Rubus spp. (mostly R. flagellaris).and Centaurea maculosa. Very few trees.,100,248,1003,7.9,Barber,Camp Saratoga - Barber,7,20
USA,Woodland/Shrubland,Water,78,,198,45.95408333,-68.37594444,,Bog,153,129,1005,4.4,Ellison; Del Toro; Ribbons,CrystalBog,0,0
USA,Woodland/Shrubland,Water,78,,127,42.7195,-73.863617,,Maintained field on sandy soil dominated by grasses. Centaurea maculosa. and Arenaria lateriflora. Very few trees.,100,245,955,8.4,Barber,Discovery Field - Barber,27,80
USA,Woodland/Shrubland,Water,78,,200,44.94472222,-68.44486111,,Skid trail/logged area to black spruce bog,103,59,1103,5.9,Ellison; Del Toro; Ribbons,HorsebackBog/BearDenHill,0,0
USA,Woodland/Shrubland,Water,78,,201,44.76133333,-67.79713889,,Birch/aspen/blueberry into Black Spruce Bog,75,24,1223,6,Ellison; Del Toro; Ribbons,MontegailPeatland,0,0
USA,Woodland/Shrubland,Water,78,,195,46.22622222,-69.41991667,,Into spruce woods. east from road,338,127,982,3.4,Ellison; Del Toro; Ribbons,NorthWoods,0,0
USA,Woodland/Shrubland,Water,78,,196,47.11,-69.54,,Abandoned logging road/secondgrowth,426,55,1010,2.5,Ellison; Del Toro; Ribbons,RoadToChimenticookFen,0,0
USA,Woodland/Shrubland,Water,78,,128,43.230524,-75.578867,,Maintained field on sandy soil with a few clusters of trees. dominated by grasses and Rubus flagellaris.,125,399,1097,7.7,Barber,Rome Sand Plains - Barber,0,0
USA,Woodland/Shrubland,Water,78,,115,40.7001,-77.8896,,Temperate forest,590,198,991,9.4,Baccaro,Rothrock-Baccaro,0,0
USA,Woodland/Shrubland,Water,78,,205,42.471,-72.202,,Hemlock-dominated. alongside trail at Simes Tract,275,106,1140,7.1,Ellison,Simes,0,0
USA,Woodland/Shrubland,Water,78,,199,45.88636111,-68.55222222,,Spruce/Fir/Cedar forest,120,132,1010,4.4,Ellison; Del Toro; Ribbons,UplandofHathamBog,0,0
USA,Woodland/Shrubland,Water,78,,225,35.6794,-83.55834444,,Forest. hardwood cove forest,500,469,1459,11.6,Lessard,,0,0
USA,Woodland/Shrubland,Water,78,,229,37.50016667,-89.34723056,,forested ridge,125,1087,1181,13.3,Wills; Suarez,,0,0
USA,Woodland/Shrubland,Water,78,,190,31.44805556,-110.283,,Low elevation Oak Woodland,1600,269,501,14.8,Del Toro,,4,40
USA,Woodland/Shrubland,Water,78,,177,31.88392,-109.20679,,oak-pine-juniper woodland,1650,375,521,12.2,C.S. Moreau; A.S. Suarez,,2,40
USA,Woodland/Shrubland,Water,78,,179,31.89956,-109.23863,,oak-pine-juniper woodland,1900,386,526,12.3,C.S. Moreau; A.S. Suarez,,0,0
USA,Woodland/Shrubland,Water,78,,233,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,816,721,2.6,S. Menke,,0,0
USA,Woodland/Shrubland,Water,78,,237,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,820,721,2.6,S. Menke,,0,0
USA,Woodland/Shrubland,Water,78,,236,48.05136,-90.40514,,Pine.Birch. bog habitat,529,817,720,2.8,S. Menke,,0,0
USA,Woodland/Shrubland,Water,78,,232,48.05136,-90.40514,,Pine.Birch. bog habitat,529,819,720,2.8,S. Menke,,0,0
USA,Woodland/Shrubland,Water,78,,231,42.2544083,-88.6617284,,Prairie,242,1088,901,8.5,S. Menke,,18,80
USA,Woodland/Shrubland,Water,78,,230,42.1916329,-88.3016351,,Prairie,255,1099,913,8.5,S. Menke,,1,20
USA,Woodland/Shrubland,Water,78,,227,40.12869444,-88.12194444,,restored prairie. grassland,210,1037,951,10.8,Wills; Suarez,,0,0
USA,Woodland/Shrubland,Water,78,,197,45.95938889,-68.36152778,,RR Tracks/weeds,157,135,999,4.4,Ellison; Del Toro; Ribbons,,0,0
USA,Woodland/Shrubland,Water,78,,238,42.429745,-88.307401,,Tallgrass prairie,235,1272,896,8.4,S. Menke,,0,0
USA,Woodland/Shrubland,Water,78,,235,42.2544083,-88.6617284,,Tallgrass prairie,242,1099,901,8.5,S. Menke,,18,80
USA,Woodland/Shrubland,Water,78,,234,42.1916329,-88.3016351,,Tallgrass prairie,255,1088,913,8.5,S. Menke,,1,20
USA,Woodland/Shrubland,Olive Oil,874,,160,44.874952,-73.633574,,Jack pine barrens on bedrock. Very little mineral soil. Trees numerous. but little canopy cover (see photographs below). Vegetation beneath 1m dominated by lichen. moss. grass (crinkled hair grass - Deschampsia flexuosa). black chokeberry (Aronia melanocarpa). late low blueberry (Vaccinium angustifolium). and black huckleberry (Gaylussacia baccata). Trees dominated by jack pine (Pinus banksiana).,244,313,873,5.7,Barber,Alton-Flat Rock,2,20
USA,Woodland/Shrubland,Olive Oil,874,,125,42.738069,-73.892004,,Maintained field on sandy soil with scattered clumps of oak and pine trees. Dominated by grasses. Rubus spp. (mostly R. flagellaris). Solidago spp.. Rumex acetosella. and Dichanthelium clandestinum,140,243,955,8.4,Barber,Baron's Field - Barber,97,40
USA,Woodland/Shrubland,Olive Oil,874,,126,43.15613333,-73.6958,,Maintained field. sandy soil. dominated by grasses. Monarda punctata. Rubus spp. (mostly R. flagellaris).and Centaurea maculosa. Very few trees.,100,248,1003,7.9,Barber,Camp Saratoga - Barber,19,20
USA,Woodland/Shrubland,Olive Oil,874,,198,45.95408333,-68.37594444,,Bog,153,129,1005,4.4,Ellison; Del Toro; Ribbons,CrystalBog,0,0
USA,Woodland/Shrubland,Olive Oil,874,,127,42.7195,-73.863617,,Maintained field on sandy soil dominated by grasses. Centaurea maculosa. and Arenaria lateriflora. Very few trees.,100,245,955,8.4,Barber,Discovery Field - Barber,41,20
USA,Woodland/Shrubland,Olive Oil,874,,200,44.94472222,-68.44486111,,Skid trail/logged area to black spruce bog,103,59,1103,5.9,Ellison; Del Toro; Ribbons,HorsebackBog/BearDenHill,0,0
USA,Woodland/Shrubland,Olive Oil,874,,201,44.76133333,-67.79713889,,Birch/aspen/blueberry into Black Spruce Bog,75,24,1223,6,Ellison; Del Toro; Ribbons,MontegailPeatland,0,0
USA,Woodland/Shrubland,Olive Oil,874,,195,46.22622222,-69.41991667,,Into spruce woods. east from road,338,127,982,3.4,Ellison; Del Toro; Ribbons,NorthWoods,0,0
USA,Woodland/Shrubland,Olive Oil,874,,196,47.11,-69.54,,Abandoned logging road/secondgrowth,426,55,1010,2.5,Ellison; Del Toro; Ribbons,RoadToChimenticookFen,0,0
USA,Woodland/Shrubland,Olive Oil,874,,128,43.230524,-75.578867,,Maintained field on sandy soil with a few clusters of trees. dominated by grasses and Rubus flagellaris.,125,399,1097,7.7,Barber,Rome Sand Plains - Barber,0,0
USA,Woodland/Shrubland,Olive Oil,874,,115,40.7001,-77.8896,,Temperate forest,590,198,991,9.4,Baccaro,Rothrock-Baccaro,107,80
USA,Woodland/Shrubland,Olive Oil,874,,205,42.471,-72.202,,Hemlock-dominated. alongside trail at Simes Tract,275,106,1140,7.1,Ellison,Simes,2,20
USA,Woodland/Shrubland,Olive Oil,874,,199,45.88636111,-68.55222222,,Spruce/Fir/Cedar forest,120,132,1010,4.4,Ellison; Del Toro; Ribbons,UplandofHathamBog,0,0
USA,Woodland/Shrubland,Olive Oil,874,,225,35.6794,-83.55834444,,Forest. hardwood cove forest,500,469,1459,11.6,Lessard,,53,100
USA,Woodland/Shrubland,Olive Oil,874,,229,37.50016667,-89.34723056,,forested ridge,125,1087,1181,13.3,Wills; Suarez,,4,20
USA,Woodland/Shrubland,Olive Oil,874,,190,31.44805556,-110.283,,Low elevation Oak Woodland,1600,269,501,14.8,Del Toro,,25,40
USA,Woodland/Shrubland,Olive Oil,874,,177,31.88392,-109.20679,,oak-pine-juniper woodland,1650,375,521,12.2,C.S. Moreau; A.S. Suarez,,235,100
USA,Woodland/Shrubland,Olive Oil,874,,179,31.89956,-109.23863,,oak-pine-juniper woodland,1900,386,526,12.3,C.S. Moreau; A.S. Suarez,,1,20
USA,Woodland/Shrubland,Olive Oil,874,,233,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,816,721,2.6,S. Menke,,0,0
USA,Woodland/Shrubland,Olive Oil,874,,237,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,820,721,2.6,S. Menke,,0,0
USA,Woodland/Shrubland,Olive Oil,874,,236,48.05136,-90.40514,,Pine.Birch. bog habitat,529,817,720,2.8,S. Menke,,0,0
USA,Woodland/Shrubland,Olive Oil,874,,232,48.05136,-90.40514,,Pine.Birch. bog habitat,529,819,720,2.8,S. Menke,,0,0
USA,Woodland/Shrubland,Olive Oil,874,,231,42.2544083,-88.6617284,,Prairie,242,1088,901,8.5,S. Menke,,71,80
USA,Woodland/Shrubland,Olive Oil,874,,230,42.1916329,-88.3016351,,Prairie,255,1099,913,8.5,S. Menke,,2,20
USA,Woodland/Shrubland,Olive Oil,874,,227,40.12869444,-88.12194444,,restored prairie. grassland,210,1037,951,10.8,Wills; Suarez,,0,0
USA,Woodland/Shrubland,Olive Oil,874,,197,45.95938889,-68.36152778,,RR Tracks/weeds,157,135,999,4.4,Ellison; Del Toro; Ribbons,,0,0
USA,Woodland/Shrubland,Olive Oil,874,,238,42.429745,-88.307401,,Tallgrass prairie,235,1272,896,8.4,S. Menke,,142,40
USA,Woodland/Shrubland,Olive Oil,874,,235,42.2544083,-88.6617284,,Tallgrass prairie,242,1099,901,8.5,S. Menke,,71,80
USA,Woodland/Shrubland,Olive Oil,874,,234,42.1916329,-88.3016351,,Tallgrass prairie,255,1088,913,8.5,S. Menke,,2,20
USA,Woodland/Shrubland,Salt,410,,160,44.874952,-73.633574,,Jack pine barrens on bedrock. Very little mineral soil. Trees numerous. but little canopy cover (see photographs below). Vegetation beneath 1m dominated by lichen. moss. grass (crinkled hair grass - Deschampsia flexuosa). black chokeberry (Aronia melanocarpa). late low blueberry (Vaccinium angustifolium). and black huckleberry (Gaylussacia baccata). Trees dominated by jack pine (Pinus banksiana).,244,313,873,5.7,Barber,Alton-Flat Rock,59,40
USA,Woodland/Shrubland,Salt,410,,125,42.738069,-73.892004,,Maintained field on sandy soil with scattered clumps of oak and pine trees. Dominated by grasses. Rubus spp. (mostly R. flagellaris). Solidago spp.. Rumex acetosella. and Dichanthelium clandestinum,140,243,955,8.4,Barber,Baron's Field - Barber,23,60
USA,Woodland/Shrubland,Salt,410,,126,43.15613333,-73.6958,,Maintained field. sandy soil. dominated by grasses. Monarda punctata. Rubus spp. (mostly R. flagellaris).and Centaurea maculosa. Very few trees.,100,248,1003,7.9,Barber,Camp Saratoga - Barber,4,40
USA,Woodland/Shrubland,Salt,410,,198,45.95408333,-68.37594444,,Bog,153,129,1005,4.4,Ellison; Del Toro; Ribbons,CrystalBog,2,40
USA,Woodland/Shrubland,Salt,410,,127,42.7195,-73.863617,,Maintained field on sandy soil dominated by grasses. Centaurea maculosa. and Arenaria lateriflora. Very few trees.,100,245,955,8.4,Barber,Discovery Field - Barber,190,40
USA,Woodland/Shrubland,Salt,410,,200,44.94472222,-68.44486111,,Skid trail/logged area to black spruce bog,103,59,1103,5.9,Ellison; Del Toro; Ribbons,HorsebackBog/BearDenHill,1,20
USA,Woodland/Shrubland,Salt,410,,201,44.76133333,-67.79713889,,Birch/aspen/blueberry into Black Spruce Bog,75,24,1223,6,Ellison; Del Toro; Ribbons,MontegailPeatland,0,0
USA,Woodland/Shrubland,Salt,410,,195,46.22622222,-69.41991667,,Into spruce woods. east from road,338,127,982,3.4,Ellison; Del Toro; Ribbons,NorthWoods,1,20
USA,Woodland/Shrubland,Salt,410,,196,47.11,-69.54,,Abandoned logging road/secondgrowth,426,55,1010,2.5,Ellison; Del Toro; Ribbons,RoadToChimenticookFen,1,20
USA,Woodland/Shrubland,Salt,410,,128,43.230524,-75.578867,,Maintained field on sandy soil with a few clusters of trees. dominated by grasses and Rubus flagellaris.,125,399,1097,7.7,Barber,Rome Sand Plains - Barber,0,0
USA,Woodland/Shrubland,Salt,410,,115,40.7001,-77.8896,,Temperate forest,590,198,991,9.4,Baccaro,Rothrock-Baccaro,0,0
USA,Woodland/Shrubland,Salt,410,,205,42.471,-72.202,,Hemlock-dominated. alongside trail at Simes Tract,275,106,1140,7.1,Ellison,Simes,3,40
USA,Woodland/Shrubland,Salt,410,,199,45.88636111,-68.55222222,,Spruce/Fir/Cedar forest,120,132,1010,4.4,Ellison; Del Toro; Ribbons,UplandofHathamBog,0,0
USA,Woodland/Shrubland,Salt,410,,225,35.6794,-83.55834444,,Forest. hardwood cove forest,500,469,1459,11.6,Lessard,,0,0
USA,Woodland/Shrubland,Salt,410,,229,37.50016667,-89.34723056,,forested ridge,125,1087,1181,13.3,Wills; Suarez,,38,40
USA,Woodland/Shrubland,Salt,410,,190,31.44805556,-110.283,,Low elevation Oak Woodland,1600,269,501,14.8,Del Toro,,0,0
USA,Woodland/Shrubland,Salt,410,,177,31.88392,-109.20679,,oak-pine-juniper woodland,1650,375,521,12.2,C.S. Moreau; A.S. Suarez,,3,60
USA,Woodland/Shrubland,Salt,410,,179,31.89956,-109.23863,,oak-pine-juniper woodland,1900,386,526,12.3,C.S. Moreau; A.S. Suarez,,0,0
USA,Woodland/Shrubland,Salt,410,,233,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,816,721,2.6,S. Menke,,16,20
USA,Woodland/Shrubland,Salt,410,,237,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,820,721,2.6,S. Menke,,16,20
USA,Woodland/Shrubland,Salt,410,,236,48.05136,-90.40514,,Pine.Birch. bog habitat,529,817,720,2.8,S. Menke,,3,20
USA,Woodland/Shrubland,Salt,410,,232,48.05136,-90.40514,,Pine.Birch. bog habitat,529,819,720,2.8,S. Menke,,3,20
USA,Woodland/Shrubland,Salt,410,,231,42.2544083,-88.6617284,,Prairie,242,1088,901,8.5,S. Menke,,21,60
USA,Woodland/Shrubland,Salt,410,,230,42.1916329,-88.3016351,,Prairie,255,1099,913,8.5,S. Menke,,1,20
USA,Woodland/Shrubland,Salt,410,,227,40.12869444,-88.12194444,,restored prairie. grassland,210,1037,951,10.8,Wills; Suarez,,1,20
USA,Woodland/Shrubland,Salt,410,,197,45.95938889,-68.36152778,,RR Tracks/weeds,157,135,999,4.4,Ellison; Del Toro; Ribbons,,2,20
USA,Woodland/Shrubland,Salt,410,,238,42.429745,-88.307401,,Tallgrass prairie,235,1272,896,8.4,S. Menke,,0,0
USA,Woodland/Shrubland,Salt,410,,235,42.2544083,-88.6617284,,Tallgrass prairie,242,1099,901,8.5,S. Menke,,21,60
USA,Woodland/Shrubland,Salt,410,,234,42.1916329,-88.3016351,,Tallgrass prairie,255,1088,913,8.5,S. Menke,,1,20
USA,Tropical seasonal forest/Savanna,Cookie,25,,212,27.17781667,-81.14472222,,palm woodland - oaks. palms and grass,8.8,92,1195,22.5,Wills; Suarez,,22,60
USA,Tropical seasonal forest/Savanna,Cookie,25,,215,24.56006667,-81.76386667,,Subtropical hammock forest,2,1,1004,25.2,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Cookie,25,,213,25.12555,-80.40801667,,Subtropical hammock forest,21,1,1265,24.4,C.S. Moreau,,2,20
USA,Tropical seasonal forest/Savanna,Cookie,25,,211,25.2773,-80.2983,,Subtropical hammock forest,16,1,1343,24.2,C.S. Moreau,,1,20
USA,Tropical seasonal forest/Savanna,Sugar,445,,212,27.17781667,-81.14472222,,palm woodland - oaks. palms and grass,8.8,92,1195,22.5,Wills; Suarez,,22,60
USA,Tropical seasonal forest/Savanna,Sugar,445,,215,24.56006667,-81.76386667,,Subtropical hammock forest,2,1,1004,25.2,C.S. Moreau,,6,40
USA,Tropical seasonal forest/Savanna,Sugar,445,,213,25.12555,-80.40801667,,Subtropical hammock forest,21,1,1265,24.4,C.S. Moreau,,74,80
USA,Tropical seasonal forest/Savanna,Sugar,445,,211,25.2773,-80.2983,,Subtropical hammock forest,16,1,1343,24.2,C.S. Moreau,,343,100
USA,Tropical seasonal forest/Savanna,Water,2,,212,27.17781667,-81.14472222,,palm woodland - oaks. palms and grass,8.8,92,1195,22.5,Wills; Suarez,,2,20
USA,Tropical seasonal forest/Savanna,Water,2,,215,24.56006667,-81.76386667,,Subtropical hammock forest,2,1,1004,25.2,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Water,2,,213,25.12555,-80.40801667,,Subtropical hammock forest,21,1,1265,24.4,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Water,2,,211,25.2773,-80.2983,,Subtropical hammock forest,16,1,1343,24.2,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Olive Oil,1010,,212,27.17781667,-81.14472222,,palm woodland - oaks. palms and grass,8.8,92,1195,22.5,Wills; Suarez,,438,80
USA,Tropical seasonal forest/Savanna,Olive Oil,1010,,215,24.56006667,-81.76386667,,Subtropical hammock forest,2,1,1004,25.2,C.S. Moreau,,72,40
USA,Tropical seasonal forest/Savanna,Olive Oil,1010,,213,25.12555,-80.40801667,,Subtropical hammock forest,21,1,1265,24.4,C.S. Moreau,,82,80
USA,Tropical seasonal forest/Savanna,Olive Oil,1010,,211,25.2773,-80.2983,,Subtropical hammock forest,16,1,1343,24.2,C.S. Moreau,,418,80
USA,Tropical seasonal forest/Savanna,Salt,3,,212,27.17781667,-81.14472222,,palm woodland - oaks. palms and grass,8.8,92,1195,22.5,Wills; Suarez,,2,20
USA,Tropical seasonal forest/Savanna,Salt,3,,215,24.56006667,-81.76386667,,Subtropical hammock forest,2,1,1004,25.2,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Salt,3,,213,25.12555,-80.40801667,,Subtropical hammock forest,21,1,1265,24.4,C.S. Moreau,,1,20
USA,Tropical seasonal forest/Savanna,Salt,3,,211,25.2773,-80.2983,,Subtropical hammock forest,16,1,1343,24.2,C.S. Moreau,,0,0
USA,Grassland/Cold desert,Cookie,230,,191,31.91433333,-106.0421111,,Chihuahuan Desert Scrub,1402,676,248,16.2,Del Toro,,72,80
USA,Grassland/Cold desert,Cookie,230,,192,31.89938889,-106.5038889,,Chihuahuan Desert Scrub,1720,667,253,15.9,Del Toro,,95,80
USA,Grassland/Cold desert,Cookie,230,,178,31.94739,-109.13681,,cresote-mesquite desert,1390,379,401,14.4,C.S. Moreau; A.S. Suarez,,57,40
USA,Grassland/Cold desert,Cookie,230,,273,38.719,-106.816,,Mixed aspen sage brush,2760,1021,464,1.2,N. Sanders,,6,100
USA,Grassland/Cold desert,Sugar,257,,191,31.91433333,-106.0421111,,Chihuahuan Desert Scrub,1402,676,248,16.2,Del Toro,,122,60
USA,Grassland/Cold desert,Sugar,257,,192,31.89938889,-106.5038889,,Chihuahuan Desert Scrub,1720,667,253,15.9,Del Toro,,37,80
USA,Grassland/Cold desert,Sugar,257,,178,31.94739,-109.13681,,cresote-mesquite desert,1390,379,401,14.4,C.S. Moreau; A.S. Suarez,,95,80
USA,Grassland/Cold desert,Sugar,257,,273,38.719,-106.816,,Mixed aspen sage brush,2760,1021,464,1.2,N. Sanders,,3,40
USA,Grassland/Cold desert,Water,5,,191,31.91433333,-106.0421111,,Chihuahuan Desert Scrub,1402,676,248,16.2,Del Toro,,0,0
USA,Grassland/Cold desert,Water,5,,192,31.89938889,-106.5038889,,Chihuahuan Desert Scrub,1720,667,253,15.9,Del Toro,,0,0
USA,Grassland/Cold desert,Water,5,,178,31.94739,-109.13681,,cresote-mesquite desert,1390,379,401,14.4,C.S. Moreau; A.S. Suarez,,2,20
USA,Grassland/Cold desert,Water,5,,273,38.719,-106.816,,Mixed aspen sage brush,2760,1021,464,1.2,N. Sanders,,3,60
USA,Grassland/Cold desert,Olive Oil,17,,191,31.91433333,-106.0421111,,Chihuahuan Desert Scrub,1402,676,248,16.2,Del Toro,,7,20
USA,Grassland/Cold desert,Olive Oil,17,,192,31.89938889,-106.5038889,,Chihuahuan Desert Scrub,1720,667,253,15.9,Del Toro,,6,40
USA,Grassland/Cold desert,Olive Oil,17,,178,31.94739,-109.13681,,cresote-mesquite desert,1390,379,401,14.4,C.S. Moreau; A.S. Suarez,,4,40
USA,Grassland/Cold desert,Olive Oil,17,,273,38.719,-106.816,,Mixed aspen sage brush,2760,1021,464,1.2,N. Sanders,,0,0
USA,Grassland/Cold desert,Salt,87,,191,31.91433333,-106.0421111,,Chihuahuan Desert Scrub,1402,676,248,16.2,Del Toro,,1,20
USA,Grassland/Cold desert,Salt,87,,192,31.89938889,-106.5038889,,Chihuahuan Desert Scrub,1720,667,253,15.9,Del Toro,,1,20
USA,Grassland/Cold desert,Salt,87,,178,31.94739,-109.13681,,cresote-mesquite desert,1390,379,401,14.4,C.S. Moreau; A.S. Suarez,,72,60
USA,Grassland/Cold desert,Salt,87,,273,38.719,-106.816,,Mixed aspen sage brush,2760,1021,464,1.2,N. Sanders,,13,40
Ecuador,Tropical rainforest,Amino Acids,15,,11,0.675,-76.373,,Lowland Rainforest,227,277,3935,25,Donoso,ECYkm9 (bridge),3,20
Ecuador,Tropical rainforest,Amino Acids,15,,10,0.674,-76.4,,Lowland Rainforest,239,279,3928,24.9,Donoso,ECYResearch Station,10,60
Ecuador,Tropical rainforest,Amino Acids,15,,9,0.605,-76.5,,Lowland Rainforest,244,261,3788,24.8,Donoso,ECYVia Maxus. km 25,2,40
